,ID,Album,Artist,ISRC,Original Advance Amount,Additional Recoupable Costs,Total Recoupable Costs,Currency,Release Date,First Revenue Date,Contractual Artist Split,Contractual Artist Split After Recoupment,Contract Term (months),Legacy: Expected Time to Repay (in P&L months excluding months where no revenue at the time of the investment),Legacy: Expected time to repay month,Expected Payback Period,1 Year Cum Expected Revenue,2 Year Cum Expected Revenue,3 Year Cum Expected Revenue,Number of Streaming Services above 2,Number of Streams & Youube Views (as of pool cut date),Total Gross Royalty Revenue Earned,Total Instrumental Split of Revenue,Total Artist Revenue,Total Revenue Paid to Artist,Total Expected Revenue to date,Actual to Expected Revenue,Outstanding principal / advance,Revenue Month (i.e. number of months receiving revenue),Currency.1,Expected Repayment Term,Max Advance,Minimum Streaming Services,Inactivity (received revenue vs expected - tested after 6 months from origination date),ELIGIBLITY CRITERIA CHECK,EXCEPTION LOAN,STATUS,Monthly Revenue Collected,3/9 Month Average monthly collections,Remaining Term,Remaining PV Term,Future Revenue,Revenue until Artist Recoups,Future Cashflows 3 years,Eligible Portfolio Value,Net Eligible Portfolio Value (*80%),Buyback?,Buyback Amount,Buyback Date,Agreement with Company,Date of Agreement
125,1A8SxnqRK3qabmuN2qxIpa,Spaceman,The Killers,USUM70842814,24673,1783,4006,USD,2023-06-01,2023-07-01,0.4537122877,0.1556678896,24,19,10,33,5495,6679,7811,4,95410,39532,74166,16818,24781,16202,0.4735806955,84599,15,USD,18,217157,1,0,0,0,Inactive,4364,5078,16,13,332932,385355,214549,181043,462233,Yes,425222,2023-12-31,Agreement 2,2023-06-01
126,4EkOA5QmlVDoq5JtSQMRxc,Giving My All 2 U,WEB,QZMEQ2036708,68799,3363,2262,USD,2023-06-01,2023-07-01,0.1673438833,0.248893551,32,19,15,25,6064,1284,8495,2,81845,77131,84019,89766,87073,93619,0.348429637,55334,10,USD,16,411762,3,0,0,1,Inactive,3995,9074,28,26,121063,298125,230973,245997,204505,Yes,354858,2023-12-31,Agreement 3,2023-06-01
127,2hDGiGNj8DXkxO7AXj6oOX,The Only One I Know (Cowboy Life),Cody Johnson,QMCQK1300018,35579,2799,2648,USD,2023-06-01,2023-07-01,0.3720154517,0.3571679292,24,18,18,29,3468,3814,3847,2,42866,37486,31801,53665,56502,90855,0.3813515605,14830,26,USD,25,173008,3,0,1,0,Inactive,7562,1827,26,17,285150,267496,434134,361308,165120,Yes,299762,2023-12-31,Agreement 2,2023-06-01
128,1FF6Bb7hgRQWDEmn9iWQix,For You,Kadhja Bonet,GBCFB2100660,97749,1568,4510,USD,2023-06-01,2023-07-01,0.3337872801,0.1587585467,34,6,10,19,7479,4297,2227,2,85673,38042,10873,10289,17126,92625,0.112451478,28928,18,USD,13,268770,2,0,1,0,Active,5808,8280,23,23,276942,478987,440604,123795,327204,No,470227,2023-12-31,Agreement 2,2023-06-01
129,5SWnsxjhdcEDc7LJjq9UHk,Runnin,21 Savage,USSM12005346,97970,2689,2144,USD,2023-06-01,2023-07-01,0.4823731579,0.1507553637,23,18,17,20,3330,5881,9192,3,34588,29316,56297,48983,66542,23565,0.1866319418,74041,17,USD,32,204950,2,0,1,0,Inactive,2570,4623,32,25,197067,348015,419814,285767,259308,No,475418,2023-12-31,Agreement 2,2023-06-01
130,4kNKL8kCCV3vt9U2k28Lyx,Finale,Toby Fox,USE831569679,17060,1128,3038,USD,2023-06-01,2023-07-01,0.1621986242,0.3129927948,32,23,12,23,5065,4916,5005,2,72962,51280,84977,42842,49442,60364,0.3063050752,25376,30,USD,26,332985,1,0,0,1,Inactive,5279,9898,16,32,102474,209569,479141,145139,312690,No,441778,2023-12-31,Agreement 2,2023-06-01
131,2QNMea9rsz01sxiNPErdwd,"Solo, Op. 1: No. 1",Böjo,QZGLS2015826,51167,2936,4945,USD,2023-06-01,2023-07-01,0.2940781306,0.2484069317,15,10,8,26,4563,6299,1007,3,66350,65861,52656,82875,25995,47538,0.6845646906,58287,22,USD,24,100329,1,1,1,0,Inactive,3168,9981,25,17,264520,301483,474957,355013,472486,No,478636,2023-12-31,Agreement 3,2023-06-01
132,0tyR7Bu9P086aWBFZ4QJoo,Monsters (feat. blackbear),All Time Low,USAT22000034,46404,1579,4265,USD,2023-06-01,2023-07-01,0.3944369121,0.1307370943,26,20,6,32,8627,6020,4630,2,88944,18609,91423,30690,77833,62775,0.6822245492,86445,35,USD,27,367950,3,0,0,1,Active,5754,1425,25,18,260651,307682,218003,175567,470554,Yes,147754,2023-12-31,Agreement 2,2023-06-01
133,4pJ8QXcEUZO2EQlfeqBKzN,Loving & Losing,Delaney Bailey,QZHN72039818,49975,4122,3311,USD,2023-06-01,2023-07-01,0.3794950062,0.3992786071,35,11,13,30,9264,7961,8116,3,89969,98161,22257,38807,50225,88725,0.5963775435,31835,12,USD,21,427693,4,0,1,0,Active,9512,4878,18,21,456177,344080,323898,253192,350141,Yes,396110,2023-12-31,Agreement 2,2023-06-01
134,2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,Hot Chelle Rae,USJI11100019,44926,2626,1672,USD,2023-06-01,2023-07-01,0.4769685469,0.114462363,17,10,12,18,7414,1670,8577,4,89045,80650,24981,48912,93795,38426,0.6352776556,48074,14,USD,33,230469,3,0,1,1,Inactive,8816,2045,30,25,477766,213090,200916,490349,483920,No,446882,2023-12-31,Agreement 2,2023-06-01
135,3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,USWB12201213,48412,1717,2919,USD,2023-06-01,2023-07-01,0.4888493086,0.3153170412,20,14,9,19,9704,7536,2428,2,71551,52623,64049,86591,60494,63692,0.5473564341,37221,14,USD,27,283082,3,1,0,1,Active,5836,2209,21,23,134495,209310,455285,318586,439283,Yes,309364,2023-12-31,Agreement 1,2023-06-01
136,1KDYN3odJHnj9pqGHN3FVs,My Body,Young the Giant,NLA321090396,64082,3717,1745,USD,2023-06-01,2023-07-01,0.2339797914,0.1450980224,28,21,7,25,4176,9021,3022,1,64300,71429,76638,45897,60197,99559,0.8554772325,56243,27,USD,30,346731,1,0,1,0,Active,4896,7183,22,31,479555,126819,132450,372557,213022,Yes,274729,2023-12-31,Agreement 3,2023-06-01
137,53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,Jason Mraz,USEE11100768,48664,1555,1171,USD,2023-06-01,2023-07-01,0.3447541607,0.3127277732,20,19,7,17,5505,8659,6839,4,92444,48412,44052,82239,61367,89703,0.2125838309,31804,7,USD,28,218185,2,0,1,0,Inactive,4749,9564,26,27,345632,438000,249465,130519,307383,Yes,205598,2023-12-31,Agreement 1,2023-06-01
138,5pDZ6gC10VVeBkyaIvesE2,Fairmount,La Dispute,TCACI1587562,61063,2119,4481,USD,2023-06-01,2023-07-01,0.2799506573,0.2085443965,14,13,11,21,2111,1095,8713,3,50650,38864,61174,72548,28044,49657,0.8170872208,36039,19,USD,16,496727,1,1,1,1,Inactive,1214,8895,30,20,288295,447014,390697,322761,332948,Yes,110428,2023-12-31,Agreement 2,2023-06-01
139,2bgW1SJqUjIkWcbxTPTIdy,Right By My Side,Nicki Minaj,USCM51200105,87942,3913,2282,USD,2023-06-01,2023-07-01,0.3159911467,0.2047524798,32,21,15,30,1390,1487,6354,4,56065,30475,87806,93325,82400,46405,0.8737268145,38015,27,USD,14,174130,1,1,1,0,Active,5801,7254,26,35,145485,139636,308915,137024,464325,Yes,276438,2023-12-31,Agreement 2,2023-06-01
140,0izMiATSjEqGLDQDARZsuQ,Fire In My Mind,Andy Black,USUM71901823,30592,2312,3578,USD,2023-06-01,2023-07-01,0.1014656686,0.3644041775,35,7,20,17,3343,2283,8907,4,97827,15186,37695,36956,97574,20120,0.5194470237,32734,6,USD,18,204538,3,1,0,0,Active,7650,4226,25,33,363693,167053,255444,119118,377856,No,496122,2023-12-31,Agreement 3,2023-06-01
141,5VDPZfalNAXmR2XVT7Ty1n,Coffee Cups and Cigarettes,Tomo,QZK6K2088357,76719,4964,4944,USD,2023-06-01,2023-07-01,0.4019603297,0.2677605409,29,6,13,32,4911,2721,3274,4,43207,47245,57963,71768,92660,58740,0.1670381234,67216,15,USD,31,101119,2,0,1,0,Active,9892,8953,32,32,384707,417138,492938,490526,168603,No,358222,2023-12-31,Agreement 2,2023-06-01
142,3BGfe8GXBE4cCVEvBG10yP,Enough To Drink,Sam Feldt,NLD142200001,30660,4677,2195,USD,2023-06-01,2023-07-01,0.1075667989,0.2847530265,29,20,12,17,7548,8284,7276,3,89466,48083,58234,36993,23325,78705,0.1071601256,94848,33,USD,12,182869,1,1,1,0,Inactive,5857,5618,24,34,392134,311110,196306,366246,107080,Yes,331334,2023-12-31,Agreement 4,2023-06-01
143,0Vjq9kVZr61LfZMcVYAbxS,Into the light,Haldur,SE6RB2201731,19699,4791,2228,USD,2023-06-01,2023-07-01,0.2550787962,0.4164590192,35,13,15,19,5071,8912,5049,2,85518,48186,10077,89541,46556,59186,0.5014623877,15281,32,USD,32,255674,4,0,0,0,Active,6707,6422,24,14,408488,101088,160243,459544,480679,No,397108,2023-12-31,Agreement 1,2023-06-01
144,50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,GBAHS2100671,54977,3236,3336,USD,2023-06-01,2023-07-01,0.2652057829,0.3168584891,20,17,10,27,7070,8925,1308,1,88661,32049,96438,69959,64678,35177,0.4922238245,73698,13,USD,27,219921,1,0,0,1,Inactive,7793,5489,23,29,352851,444740,178450,287668,355852,Yes,240852,2023-12-31,Agreement 2,2023-06-01
145,1n2N1qOSZcjGmaIoJSjgZa,I Need You,Jelly Roll,USZHR1800861,96810,2341,3525,USD,2023-06-01,2023-07-01,0.2375650638,0.4626367589,25,19,8,23,1758,5140,6054,4,16496,95707,12299,94563,69182,72580,0.4608233602,17785,20,USD,31,339690,1,0,1,1,Active,1459,3311,19,16,125832,418388,155368,386296,229580,No,314112,2023-12-31,Agreement 1,2023-06-01
146,5zZgoYzUjsLINdPEt7VoWO,Social Suicide,Bad Religion,USEP40407103,56070,3771,1293,USD,2023-06-01,2023-07-01,0.2071198828,0.2654932231,23,15,9,12,1526,4425,9066,4,88660,26879,43109,48198,47799,17542,0.9597368977,85065,11,USD,19,431899,4,0,0,1,Active,6142,6032,16,16,238990,292818,381501,112957,104507,Yes,173351,2023-12-31,Agreement 4,2023-06-01
147,6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,USJI10301005,38638,1071,2897,USD,2023-06-01,2023-07-01,0.2978455129,0.3375414164,19,9,7,12,9437,6100,6496,2,73812,77652,46108,68617,59380,53765,0.9691246064,23342,10,USD,13,449314,2,1,0,1,Active,8064,1163,19,34,386455,472542,345269,364705,224070,No,300270,2023-12-31,Agreement 4,2023-06-01
148,5uKeg9x7ykaz7xe13vL1hg,Lately,Mike Sherm,TCAGI2290623,39330,1080,1482,USD,2023-06-01,2023-07-01,0.1115566113,0.2242710533,19,12,21,28,2014,3337,8462,4,81519,43362,87390,89212,65760,85561,0.687185987,66657,24,USD,30,184880,2,0,1,1,Active,8694,4072,14,26,285811,127584,211314,493944,338926,No,359595,2023-12-31,Agreement 4,2023-06-01
149,3wcluZHyfuTzIXHfwXVAIE,Strangers,Mt. Joy,USDMG2000613,86128,1149,2768,USD,2023-06-01,2023-07-01,0.4675363813,0.1576270179,22,20,17,25,4701,6780,9744,2,88287,37778,14409,29528,31222,30451,0.8151541403,26597,16,USD,17,272379,4,0,1,0,Inactive,9282,6129,15,12,484799,186642,408506,446243,488016,Yes,152359,2023-12-31,Agreement 4,2023-06-01
150,2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,SZA,USRC11701122,67486,3351,1202,USD,2023-06-01,2023-07-01,0.4721155949,0.4558580989,29,15,8,22,2778,4693,3592,1,34519,73572,91487,26992,18115,20554,0.7689416523,35463,18,USD,16,175478,2,0,0,0,Inactive,5198,8325,14,24,183071,115401,345326,117800,232311,Yes,130321,2023-12-31,Agreement 4,2023-06-01
151,347PJwH4XqRbeaKaIW9sX3,Bittersweet (feat. LeeHi),WONWOO,USA2P2108418,39077,1656,2442,USD,2023-06-01,2023-07-01,0.14069405,0.4473518909,12,13,16,26,7364,9088,4536,3,89785,55484,31686,87996,14309,66956,0.1999719424,85851,9,USD,17,379572,4,1,0,1,Active,9957,2405,13,29,309731,205995,498186,115978,173908,Yes,128479,2023-12-31,Agreement 4,2023-06-01
152,2V94lFkZ1IWnhxxLh4pzGu,Messy,Quavo,USUG12204641,14676,4627,3359,USD,2023-06-01,2023-07-01,0.1549812327,0.4186111239,20,8,22,28,2554,4864,3986,1,71964,29884,59478,65158,27279,64506,0.1011546355,89919,30,USD,34,371318,4,1,0,1,Inactive,3091,7457,18,32,102841,299800,199483,268995,146101,No,260948,2023-12-31,Agreement 4,2023-06-01
153,60mGSVNDxBm91EhIaQeBKY,Obsessed (Sped Up TikTok Version) [why you so obsessed with me],Ellis Madden,NLRD52309210,61102,4461,4731,USD,2023-06-01,2023-07-01,0.4893090869,0.4962798343,22,17,7,15,3446,6455,9243,2,23952,15156,79669,13860,53321,44994,0.6856826361,53277,31,USD,23,133260,3,1,1,1,Active,8352,1767,27,32,368979,133627,198166,140768,439031,Yes,369382,2023-12-31,Agreement 2,2023-06-01
154,3kTAqJ9uoV95eVt736KCZf,Loveshit,The Wildhearts,GBAHS0104826,32673,1640,3545,USD,2023-06-01,2023-07-01,0.2243243491,0.1884034696,12,7,18,16,5155,1178,4753,3,47524,80859,43549,74340,94635,54202,0.4827532176,96862,19,USD,15,384120,1,0,1,0,Inactive,8034,9630,20,12,238821,425391,442133,197182,404424,Yes,279433,2023-12-31,Agreement 2,2023-06-01
155,4Agtk2MrapdZAVN7v6PuFO,Roadtrip,Dream,QZFZ42118300,61346,1960,2498,USD,2023-06-01,2023-07-01,0.4563728859,0.3557431163,14,6,7,14,9375,4473,5103,3,58077,92276,93684,74528,26854,76709,0.3651860444,24372,8,USD,32,471794,2,1,0,1,Inactive,6317,8268,21,16,140297,131706,111637,274384,133039,Yes,282627,2023-12-31,Agreement 2,2023-06-01
156,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,Ed Sheeran,GBAHS1100209,60273,2761,2265,USD,2023-06-01,2023-07-01,0.2376217693,0.3931743494,23,11,6,13,4723,5353,7679,4,28040,18835,58645,85828,85095,68379,0.9318321782,32471,24,USD,35,232647,2,1,0,1,Inactive,5733,2819,17,27,256263,320953,235410,324859,383890,Yes,401372,2023-12-31,Agreement 1,2023-06-01
157,4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West,USUM70840511,86019,2454,4026,USD,2023-06-01,2023-07-01,0.1283311819,0.4408770719,35,19,21,32,9417,2639,4498,1,86745,53643,69104,27140,11421,47143,0.6772260175,54699,33,USD,22,371667,3,1,0,0,Inactive,1403,1206,16,33,277699,388718,271397,276039,382990,Yes,383669,2023-12-31,Agreement 4,2023-06-01
158,3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,GBAYE0000267,58851,3017,4690,USD,2023-06-01,2023-07-01,0.331311346,0.2804175359,30,20,13,30,2681,2342,3300,1,51948,51147,94803,34499,13290,15659,0.3032997231,22984,31,USD,16,211640,1,0,0,0,Active,8687,6473,23,19,339918,435105,392516,238913,444654,Yes,379023,2023-12-31,Agreement 1,2023-06-01
159,0H8ukN2MIW2iNvqJP1kb4O,Everything Is Free,Gillian Welch,US2AR0110309,12153,3417,1703,USD,2023-06-01,2023-07-01,0.469459679,0.3123581114,26,9,13,25,8242,7187,8010,3,48115,76576,27972,12253,46475,33579,0.6289019282,33468,12,USD,15,250622,1,1,1,0,Inactive,9137,7427,34,21,307925,397902,272564,252463,287635,Yes,460258,2023-12-31,Agreement 3,2023-06-01
160,0pnBkUgPGJPeKCeaNkmmEH,I Don't Need Anyone Else,Liam Fitzgerald,GBKPL2015170,60176,1386,3994,USD,2023-06-01,2023-07-01,0.4325317818,0.2265609912,18,15,22,22,1609,8545,5676,4,38380,13656,65194,87833,56941,99558,0.1759840024,78769,26,USD,31,224961,4,0,0,1,Active,6742,3957,32,35,268660,302061,493142,378695,451829,Yes,119598,2023-12-31,Agreement 1,2023-06-01
161,2mWp5olnLmpzAReIGK18dA,Trying,Jordan Davis,USUM72104057,66702,3276,4527,USD,2023-06-01,2023-07-01,0.2349100782,0.1002723282,35,23,14,29,4618,4896,7972,4,19969,23030,93722,75834,15356,87605,0.3467851611,61036,7,USD,29,414614,1,0,1,1,Inactive,3943,4925,26,30,206424,108035,240375,239683,421663,No,331124,2023-12-31,Agreement 1,2023-06-01
162,3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You into the Dark,Death Cab for Cutie,USAT20504677,44253,4601,3709,USD,2023-06-01,2023-07-01,0.3325618708,0.307040958,12,6,19,24,1611,9984,4111,1,89358,69712,22298,21035,70601,38759,0.1003591227,27184,29,USD,25,366373,4,0,0,0,Active,7388,6204,20,12,126034,167690,440009,118291,269255,Yes,309364,2023-12-31,Agreement 1,2023-06-01
163,6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,USSM11301638,98347,2150,3454,USD,2023-06-01,2023-07-01,0.4853950031,0.3872290997,22,21,7,35,3160,2135,1336,2,94758,54906,35516,81189,64579,64053,0.2659419434,83441,18,USD,20,316808,4,1,0,1,Active,7217,8153,31,17,406284,277805,363350,304017,385098,No,415111,2023-12-31,Agreement 1,2023-06-01
164,45pUWUeEWGoSdH6UF162G8,Broke Boys,Drake,USUG12208608,77007,3178,2697,USD,2023-06-01,2023-07-01,0.234662635,0.2679172187,33,7,21,21,4800,8774,2142,3,20731,96229,13351,34731,91480,16618,0.6647850546,75772,19,USD,27,375168,2,0,0,1,Inactive,1239,3540,14,27,380726,370087,188572,197255,172396,No,297881,2023-12-31,Agreement 1,2023-06-01
165,3oP3Tfn86FRmxAGsV0TqCp,The Valley of The Pagans (feat. Beck),Gorillaz,GBAYE2000599,89163,3268,3045,USD,2023-06-01,2023-07-01,0.4465229248,0.1512369657,12,6,23,32,3206,7193,9795,1,35404,59228,49947,56930,77454,79981,0.1640671067,56084,8,USD,27,474388,2,0,0,0,Active,9324,1640,30,35,152390,486460,288812,344634,438128,No,193110,2023-12-31,Agreement 4,2023-06-01
166,1ytCra0qH6gcHnCVQwREvu,homecoming queen?,Kelsea Ballerini,USS9T1900010,80967,2451,1308,USD,2023-06-01,2023-07-01,0.3328791174,0.2453568397,32,16,16,33,6957,6850,6567,2,93331,36532,46016,57109,95774,17358,0.4650406011,35115,20,USD,23,292181,1,0,1,0,Inactive,2375,8236,23,18,468622,466983,429345,481258,409401,Yes,148090,2023-12-31,Agreement 1,2023-06-01
167,3ORuyaRQOM4kthHPdvdKxW,Benefits of Lying (With Your Friend),The Apples In Stereo,USSLX0910100,31307,1946,2938,USD,2023-06-01,2023-07-01,0.367486808,0.4723360325,16,6,14,22,4913,9269,4154,2,66951,23489,32150,17861,82564,55889,0.7994059595,27688,16,USD,16,424744,1,1,1,1,Inactive,1994,2649,13,16,423727,455068,301922,275605,313266,Yes,376700,2023-12-31,Agreement 2,2023-06-01
168,7IL8PSVwLOJxqYne6azxQv,Pretty Boy,The Neighbourhood,USSM12003780,53819,3549,2864,USD,2023-06-01,2023-07-01,0.4882314082,0.4951126532,13,13,23,16,1720,2251,7131,2,91177,58324,98723,41686,80879,89684,0.7824334142,47687,6,USD,22,173882,1,0,1,0,Inactive,8368,4599,19,17,482557,302349,151038,292133,467711,Yes,315732,2023-12-31,Agreement 4,2023-06-01
169,1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),Flo Rida,USAT21104103,75418,1922,3117,USD,2023-06-01,2023-07-01,0.1754071076,0.1954146958,23,20,7,32,5640,4775,2065,1,71840,78236,50188,23196,53866,35252,0.7623920295,80677,31,USD,23,151273,4,0,0,0,Active,9629,1375,34,25,220394,153916,220950,305366,212183,Yes,295035,2023-12-31,Agreement 1,2023-06-01
170,0pvmMTbbvdCCOqdCqW2mV4,GOTHAM,TOKYO’S REVENGE,USLD91727446,57791,3752,4209,USD,2023-06-01,2023-07-01,0.1529659028,0.1532903452,21,15,18,29,7339,1435,9003,4,53454,68502,34827,95967,20091,61148,0.4433429817,18069,11,USD,17,148766,1,1,1,1,Inactive,6183,3701,32,35,100498,461420,430857,299823,264075,Yes,256317,2023-12-31,Agreement 3,2023-06-01
171,2fdjyMWenP272ywUAfTxPu,Omotesando,Coffee Shop Jungle,FRIDO2211516,71471,1500,3267,USD,2023-06-01,2023-07-01,0.3567269448,0.3789766114,22,13,14,23,1759,5241,4182,2,36080,61476,31426,26063,63745,54145,0.4992481071,78248,9,USD,32,223498,3,0,1,0,Inactive,2996,2592,34,28,369284,129281,409995,142688,170736,No,437933,2023-12-31,Agreement 1,2023-06-01
172,1wb7Mqon4o1ViLjaLV9f8U,Loaded Gun,6LACK,USUM71812656,62175,4797,2957,USD,2023-06-01,2023-07-01,0.111225888,0.3413867019,21,18,7,31,3995,6710,6496,3,21031,46160,36117,84749,88514,57458,0.6405266111,80299,20,USD,24,261666,1,1,1,1,Active,8630,3494,31,19,113381,480474,241405,440669,454396,No,199583,2023-12-31,Agreement 1,2023-06-01
173,3dm2hB5JuzTTYaAImXvwxh,Strawberry Mentos,Leanna Firestone,QZMER2038815,97783,4116,4128,USD,2023-06-01,2023-07-01,0.1633569002,0.4233015708,26,15,15,20,9844,4060,9821,4,90948,65527,59290,23853,65164,55891,0.9953865001,81451,13,USD,19,378462,2,0,0,1,Inactive,2398,8313,26,18,340505,446446,292507,381748,140832,No,318885,2023-12-31,Agreement 3,2023-06-01
174,3pkAcYDl0MQPCuC89mmmZn,Least Favorite Only Child,Leanna Firestone,UK6KW2100083,52487,3628,2107,USD,2023-06-01,2023-07-01,0.3651636395,0.2701951339,18,8,22,21,8088,6549,1597,2,99220,68341,10733,33881,31935,71134,0.8283122887,30741,22,USD,16,313231,1,0,1,0,Active,4931,5710,21,15,298518,143133,391155,184060,454209,No,429617,2023-12-31,Agreement 1,2023-06-01
175,5W2ov1IQVUJMk2YkBxnZbN,A Road to Find You,Chris Zurich,QZK6F2012584,33886,4306,1647,USD,2023-06-01,2023-07-01,0.3777474832,0.3345330857,20,17,9,35,7426,9049,6006,1,36851,84581,22880,23903,89544,72216,0.9690510667,75271,13,USD,18,274904,4,1,0,1,Active,4789,5119,12,16,212048,361920,313200,208336,264140,Yes,453081,2023-12-31,Agreement 1,2023-06-01
176,6jJe5uP59U6OtTrtJss42v,Betty Cooper,80purppp,SE5BU1765527,80256,3554,1110,USD,2023-06-01,2023-07-01,0.3426265226,0.2690672741,14,7,6,29,2911,7053,1908,2,84690,75867,91394,47011,41874,43424,0.9065986616,58752,34,USD,22,420151,2,1,0,1,Inactive,2939,6201,18,28,109719,108209,171076,233953,275058,No,430465,2023-12-31,Agreement 3,2023-06-01
177,3OrarbuyYqIoYUsPRApBK3,2 Young 2 Die,Hippo Campus,QM5BK1900470,97925,2296,2853,USD,2023-06-01,2023-07-01,0.2062991146,0.111995264,31,8,9,30,5868,3950,5201,1,93647,92940,48013,13857,99708,51302,0.7912436724,73893,31,USD,32,239323,3,1,0,0,Active,3024,2155,16,31,145639,186454,482199,317602,155668,No,441005,2023-12-31,Agreement 2,2023-06-01
178,7nAfXgeHfDO50upcOjJOaq,Talking to Myself,Linkin Park,USWB11700220,80385,1201,1081,USD,2023-06-01,2023-07-01,0.405334051,0.1170368271,28,17,20,15,1934,9882,7905,4,24815,97396,92493,24873,79086,46545,0.2521657422,58984,19,USD,25,449394,4,0,0,1,Inactive,8242,5016,20,19,292039,109654,479478,334067,283238,Yes,263630,2023-12-31,Agreement 2,2023-06-01
179,3l0HkJfcOSZRd5vdPPs030,Born Alone Die Alone - Rivo Remix,Madalen Duke,QZNJV2026510,92291,4937,3273,USD,2023-06-01,2023-07-01,0.3976784409,0.3401205304,16,12,23,30,5239,2624,7941,1,32486,22241,27467,44235,70701,15604,0.3650114661,39328,25,USD,12,298599,2,1,1,0,Inactive,1248,1718,25,24,289726,481949,182574,294560,429892,Yes,306023,2023-12-31,Agreement 2,2023-06-01
180,2B4SFtzZrClPAGbURr6YSi,Part Goddess Part Gangster,Madalen Duke,QZNJV2026509,46488,4660,1443,USD,2023-06-01,2023-07-01,0.2734736752,0.4709559255,34,12,19,14,3206,5724,4671,2,41269,14937,82091,22820,82012,22437,0.711253635,32621,20,USD,31,380509,1,1,1,0,Inactive,9504,5253,18,33,390449,178209,300972,243893,193516,No,365066,2023-12-31,Agreement 1,2023-06-01
181,2KCJghaTBHIvpUz8uqLQaf,Love into a Weapon,Madalen Duke,QZNJV2026508,64049,4451,4004,USD,2023-06-01,2023-07-01,0.3299231554,0.4974663944,33,21,15,26,4687,6772,3922,4,80764,64125,51406,65885,83779,37299,0.9922461911,92727,11,USD,32,307599,1,0,1,0,Active,2141,7167,17,23,423270,227663,170416,106150,255082,No,176638,2023-12-31,Agreement 1,2023-06-01
182,2yLE4fvbroJS8JNa3YA6ZB,How Villains Are Made,Madalen Duke,GBKPL2141204,13653,4899,4209,USD,2023-06-01,2023-07-01,0.3747990644,0.1257343521,26,8,18,33,2292,9928,9171,4,93317,70636,96508,55459,57774,46525,0.2206347511,75211,24,USD,25,449808,2,0,0,0,Inactive,7021,9381,21,31,416884,458974,195039,440327,265895,Yes,180369,2023-12-31,Agreement 2,2023-06-01
183,5NGtFXVpXSvwunEIGeviY3,Gymnopédie No. 1,Erik Satie,USSM11509437,22749,2549,2120,USD,2023-06-01,2023-07-01,0.444228729,0.4205735474,17,21,19,31,3720,8275,1563,4,54076,39642,39941,37778,34313,45981,0.1255452605,40443,15,USD,30,480802,3,0,1,1,Active,6916,2375,17,27,274263,133487,319733,271424,378435,No,235557,2023-12-31,Agreement 4,2023-06-01
184,0boS4e6uXwp3zAvz1mLxZS,Run Boy Run,Woodkid,FR4DI1200110,64176,4363,3496,USD,2023-06-01,2023-07-01,0.4985654394,0.1972886635,34,18,13,19,2984,9679,7260,4,70488,57122,35668,46296,31161,43635,0.4795630447,67145,19,USD,35,289581,1,1,1,1,Inactive,9954,9750,35,12,183187,468685,161060,488026,414824,No,288751,2023-12-31,Agreement 3,2023-06-01
185,6Y3bMdypjq2bAxQnqG3nlx,Born Alone Die Alone,Madalen Duke,QZNJV2026506,69221,4553,1258,USD,2023-06-01,2023-07-01,0.1645346317,0.1915562161,20,21,16,25,4591,9552,7396,3,47927,59360,50474,95558,46056,69146,0.8031413192,34587,24,USD,22,106800,2,1,0,0,Active,1969,3556,28,14,299414,185579,423119,445467,251381,No,449945,2023-12-31,Agreement 2,2023-06-01
186,60hGCNBhZPYagyPi1qCBqG,Catching Eyes - CHANEY Remix,49th & Main,UK6KW2100013,58774,4213,1114,USD,2023-06-01,2023-07-01,0.2925083428,0.4743744859,35,8,20,33,2045,2528,8073,3,18549,16105,85730,41434,70468,24302,0.3807497747,75392,33,USD,23,462847,1,1,1,0,Inactive,1808,4469,17,35,119360,353203,118678,282152,468163,No,405298,2023-12-31,Agreement 3,2023-06-01
187,49Izx6wu9IoJhTtTybsgi9,Catching Eyes - Tom Ferry Remix,49th & Main,UK6KW2100014,49843,2523,1017,USD,2023-06-01,2023-07-01,0.2409365056,0.1229423747,20,6,21,32,6338,6870,1750,1,35461,57320,69802,93014,97158,65234,0.8152795862,56787,16,USD,18,232396,3,0,1,1,Inactive,8404,6612,31,35,239822,148072,480968,384138,474124,No,284659,2023-12-31,Agreement 4,2023-06-01
